cpu_usage,memory_usage,network_io,disk_io,label
54.96714153011233,41.710049890779274,337.8494308322676,107.37346617745803,0.0
48.61735698828815,44.39818959803031,253.89173379111872,92.13322375345278,0.0
56.47688538100692,57.472936051232615,343.480296005283,100.57489645869634,0.0
65.23029856408026,56.10370265433465,367.78189294024753,125.56903725214598,0.0
47.658466252766644,49.79098406035852,320.6717451611851,103.82198136039807,0.0
47.6586304305082,51.17327383308782,393.8397906279033,100.92873096312297,0.0
65.79212815507391,62.77664895788425,261.3105400448213,72.80287718040162,0.0
57.67434729152909,44.0842861116417,237.76726483442914,114.92507132054442,0.0
45.30525614065048,55.470973811700375,211.06398755478608,112.9096836228215,0.0
55.42560043585965,47.97807347566106,374.8022155744592,143.2650944661092,0.0
45.365823071875376,47.8231879677278,332.71828281770286,93.84443530093998,0.0
45.34270246429743,60.9877685198719,297.22076645447726,104.38300655327878,0.0
52.41962271566034,58.2541634898803,313.998431315991,104.9876736742151,0.0
30.86719755342202,58.135096360006386,243.72554763508117,131.5490655952695,0.0
32.75082167486967,63.05478807154329,422.2875989808413,98.09408935226095,0.0
44.37712470759027,50.21003841632759,306.4610590987614,105.58043051540679,0.0
39.87168879665576,56.81952971294964,305.46973973024467,112.15793019433079,0.0
53.142473325952736,46.89733243406544,336.2883311949346,103.73218246312716,0.0
40.91975924478789,53.24166352488442,324.05046158683564,91.07132770898943,0.0
35.87696298664709,48.698569456323156,311.19420121395655,103.88179985796616,0.0
64.65648768921554,50.96995964992718,260.4762772277344,121.47263499719544,0.0
47.74223699513465,55.95157025436914,323.5734178567998,79.4696940117788,0.0
50.67528204687924,41.81779316766527,394.1012248237517,102.65939348293752,0.0
35.75251813786544,70.9238727568546,367.27100230774886,85.99758370121654,0.0
44.556172754748175,39.93982618500298,379.65933133196984,123.90093257849685,0.0
51.10922589709866,37.85811387212268,274.43921617844074,69.5362619043245,0.0
38.490064225776976,61.581108735000676,250.51975898707096,88.82156305456823,0.0
53.75698018345672,57.91662693962936,293.7106539950176,107.54423750129041,0.0
43.99361310081195,56.24119817052155,302.78624561443473,131.31048058468681,0.0
47.083062502067236,56.2834550926428,354.70957592354745,98.68499477854024,0.0
43.98293387770603,49.87753227153085,215.37676851425903,88.89600946613604,0.0
68.52278184508938,41.02745628514168,376.4775159730307,137.6231413888118,0.0
49.86502775262066,50.75804558193726,292.0996050710505,71.03972199167512,0.0
39.422890710440996,43.22838288487888,278.655946502629,56.023880867598365,0.0
58.225449121031886,59.75119733417751,249.39478123699163,108.80028900106664,0.0
37.791563500289776,48.52942618497861,217.25716640671152,89.95891551294778,0.0
52.08863595004755,41.745028032074885,341.1585291980957,79.57534365738573,0.0
30.403298761202244,46.78614158347007,303.66589835942017,114.16712894598706,0.0
36.71813951101569,54.12931454275624,235.5019550129473,104.87601427542398,0.0
51.96861235869123,44.36275447196025,235.2460613968192,88.71842738526543,0.0
57.38466579995411,41.77779604433569,283.2107650354936,74.39391202658211,0.0
51.7136828118997,52.436872114919126,383.45107626446963,117.44914656560289,0.0
48.843517176117594,52.44966571108723,287.02043243181976,113.00402355917322,0.0
46.98896304410711,44.9305682462887,224.8428523440947,98.01648272441234,0.0
35.214780096325725,45.289616943816775,287.7128467957028,136.9327399209533,0.0
42.801557916052914,52.32049937357636,286.3638215126165,78.59830467347695,0.0
45.393612290402125,35.51915658502676,165.15566785292143,69.48949658150522,0.0
